"X","视频类型","关联BV号","标题","BV号","播放量","弹幕数","评论数","收藏数","投币数","分享数","点赞数","点踩数","子分区ID","UP主.x","UP主ID","视频链接","抓取小时","抓取时间","稿件发布时间","UP主.y","UP主ID.y","official_role","official_title","official_desc","official_type","if_state"
14607,"相关视频","BV1R2421Z7hW","建模优化了？玩绝区零这辈子有了！🥰以防你没见过柏妮思眯眯眼🥰","BV122HpexE9v",21916,6,84,56,6,45,323,0,"手机游戏","木喰-原神崩铁代肝",319903022,"https://www.bilibili.com/video/BV122HpexE9v/",1053,"2024-09-02 12:53","2024-09-03 04:34:07",NA,NA,NA,NA,NA,NA,0
14608,"相关视频","BV1R2421Z7hW","V4版本凯撒柏妮思重大调整！哭啦！","BV1mDHsehE1D",13470,59,137,26,0,31,181,0,"手机游戏","半糖热奶茶_",20001613,"https://www.bilibili.com/video/BV1mDHsehE1D/",1053,"2024-09-02 12:53","2024-09-03 08:07:29",NA,NA,NA,NA,NA,NA,0
14609,"相关视频","BV1R2421Z7hW","绝区零！1.2版本新角色「彩蛋」外环要选举新的霸主？！柏妮思好可爱呀~","BV1w7HpejE3r",9431,4,70,32,1,5,176,0,"手机游戏","白露萌主洛可可",386974067,"https://www.bilibili.com/video/BV1w7HpejE3r/",1053,"2024-09-02 12:53","2024-09-03 05:55:43",NA,NA,NA,NA,NA,NA,0
14610,"相关视频","BV1R2421Z7hW","【绝区零】鼠鼠的顶级理解！简杜五套超爽配队，够玩一整年！","BV1qeHPeQEWG",58747,116,283,1210,134,264,2967,0,"手机游戏","游戏鬼才魔芋",18199424,"https://www.bilibili.com/video/BV1qeHPeQEWG/",1053,"2024-09-02 12:53","2024-09-01 04:13:02",NA,NA,NA,NA,NA,NA,0
14611,"相关视频","BV1R2421Z7hW","柏妮思bug，不修更好","BV1KmHCejECE",50610,43,70,252,3,42,684,0,"手机游戏","竹醉玄月丶",7786984,"https://www.bilibili.com/video/BV1KmHCejECE/",1053,"2024-09-02 12:53","2024-09-02 09:32:22",NA,NA,NA,NA,NA,NA,0
14612,"相关视频","BV1R2421Z7hW","啊？青衣还可以这样玩？帅！无限拉刀光！（含教学）","BV1hkH1etEFE",5179,112,15,84,9,30,189,0,"单机游戏","吓出bug",24026805,"https://www.bilibili.com/video/BV1hkH1etEFE/",1053,"2024-09-02 12:53","2024-09-03 03:00:00",NA,NA,NA,NA,NA,NA,0
14613,"相关视频","BV1R2421Z7hW","【绝区零】简玩家必看！赛斯攻略详尽版","BV1gb421E7ze",25072,79,147,392,291,45,2161,0,"手机游戏","粥粥的终极理解",1438375628,"https://www.bilibili.com/video/BV1gb421E7ze/",1053,"2024-09-02 12:53","2024-09-03 03:00:00",NA,NA,NA,NA,NA,NA,0
14614,"相关视频","BV1R2421Z7hW","【绝区零】简保姆级攻略，养成规划、手法教学","BV1dqHPeSEnT",5660,5,105,98,92,9,295,0,"手机游戏","徐秋水丶",3546607805008242,"https://www.bilibili.com/video/BV1dqHPeSEnT/",1053,"2024-09-02 12:53","2024-09-01 04:22:38",NA,NA,NA,NA,NA,NA,0
14615,"相关视频","BV1R2421Z7hW","《绝区零》简角色PV丨逮捕","BV1YT421r7pH",3190481,7715,8528,54429,101731,35476,214200,0,"手机游戏","绝区零",1636034895,"https://www.bilibili.com/video/BV1YT421r7pH/",1053,"2024-09-02 12:53","2024-08-30 04:00:00",NA,NA,NA,NA,NA,NA,0
36004,"热门视频","","当一个退伍老兵不再相信司法，开始亲自复仇【毒舌的南瓜】","BV1zo4berEM4",149453,1462,781,2821,1682,256,13609,0,"人文历史","毒舌的南瓜",43219807,"https://www.bilibili.com/video/BV1zo4berEM4/",1281,"2024-09-12 00:53","2024-09-13 06:16:45",NA,NA,NA,NA,NA,NA,0
36005,"相关视频","BV1zo4berEM4","美国国会癫狂的“中国周”，“良好外部环境”只能靠我们自己了【逸语道破】","BV1PW4teLE4V",119262,460,347,1859,1130,138,10682,0,"社科·法律·心理","沈逸老师",648113003,"https://www.bilibili.com/video/BV1PW4teLE4V/",1281,"2024-09-12 00:53","2024-09-13 02:29:38",NA,NA,NA,NA,NA,NA,0
36006,"相关视频","BV1zo4berEM4","阳和平24#212 从底层川粉看洗头佬的群众基础","BV1kX4JepE55",22475,258,440,600,823,242,2431,0,"人文历史","阳和平说事儿",605727461,"https://www.bilibili.com/video/BV1kX4JepE55/",1281,"2024-09-12 00:53","2024-09-13 04:00:00",NA,NA,NA,NA,NA,NA,0
36007,"相关视频","BV1zo4berEM4","黑神话：欺诈？","BV1ob4He2EU2",113605,659,1941,680,539,405,10220,0,"日常","大头鹰不怼人",368741499,"https://www.bilibili.com/video/BV1ob4He2EU2/",1281,"2024-09-12 00:53","2024-09-12 14:14:51",NA,NA,NA,NA,NA,NA,0
36008,"相关视频","BV1zo4berEM4","特朗普在参加辩论时说出“移民们吃猫吃狗”的言论后，网友们纷纷开始整活起来了","BV1es44eREpL",55336,81,361,430,8,420,3113,0,"搞笑","固执的DANIEL",7955996,"https://www.bilibili.com/video/BV1es44eREpL/",1281,"2024-09-12 00:53","2024-09-13 05:30:00",NA,NA,NA,NA,NA,NA,0
36009,"相关视频","BV1zo4berEM4","【搬运/已加工字幕】退役马润观看评价遭到不公平对待的PTSD老兵烧毁自己的军装","BV1qT4y1B791",252047,322,720,2346,215,385,4751,0,"社科·法律·心理","Agent_Terry",17090244,"https://www.bilibili.com/video/BV1qT4y1B791/",1281,"2024-09-12 00:53","2022-05-15 05:07:14",NA,NA,NA,NA,NA,NA,0
36010,"相关视频","BV1zo4berEM4","女子长期坐霸王车，殴打司机，还发视频嘲笑司机，事件后续。","BV1jN48eKE3N",38102,43,205,134,23,63,3154,0,"Unknown","事件后续追踪",3546384250702091,"https://www.bilibili.com/video/BV1jN48eKE3N/",1281,"2024-09-12 00:53","2024-09-13 06:27:57",NA,NA,NA,NA,NA,NA,0
36011,"相关视频","BV1zo4berEM4","成都黑帽门事件，一个嘿劳毁了幸福的小两口","BV1jEYCexEG2",97400,148,311,1243,126,757,8824,0,"Unknown","95年的在基层",3546728452065437,"https://www.bilibili.com/video/BV1jEYCexEG2/",1281,"2024-09-12 00:53","2024-08-13 08:17:43",NA,NA,NA,NA,NA,NA,0
36012,"相关视频","BV1zo4berEM4","炸！2024国庆档战争大片《志愿军2》预告，吴京+朱一龙+辛柏青+张子枫+朱亚文+陈飞宇+王砚辉+肖央","BV1ss4teyES9",189418,911,2701,860,190,3373,5534,0,"预告·资讯","乌鸦预告片",8465957,"https://www.bilibili.com/video/BV1ss4teyES9/",1281,"2024-09-12 00:53","2024-09-13 02:09:33",NA,NA,NA,NA,NA,NA,0
36013,"相关视频","BV1zo4berEM4","德国反华分子成功入境北京，才惊讶地发现自己是个无足轻重的小咖！","BV1ir4zeaEYH",989116,2207,1234,5551,8286,569,48865,0,"环球","安柏然Andy",40484108,"https://www.bilibili.com/video/BV1ir4zeaEYH/",1281,"2024-09-12 00:53","2024-09-11 10:15:00",NA,NA,NA,NA,NA,NA,0
36014,"相关视频","BV1zo4berEM4","我爸爸是叛徒 你能当共产党！","BV1MfnoepErU",104631,70,238,3156,673,1993,4313,0,"搞笑","普利莫全知道",1520659806,"https://www.bilibili.com/video/BV1MfnoepErU/",1281,"2024-09-12 00:53","2024-09-04 12:11:53",NA,NA,NA,NA,NA,NA,0
35552,"热门视频","","关 云 长 重 启 人 生","BV1yw4m1k7vP",133277,1213,491,2221,4377,650,19555,0,"影视剪辑","_青红造了个白_",21778075,"https://www.bilibili.com/video/BV1yw4m1k7vP/",720,"2024-08-19 15:53","2024-08-20 08:45:31",NA,NA,NA,NA,NA,NA,0
35553,"相关视频","BV1yw4m1k7vP","金 刚 大 占 哥 斯 拉","BV15p4y187dX",8870330,25651,11156,214703,420854,186259,675168,0,"影视剪辑","_青红造了个白_",21778075,"https://www.bilibili.com/video/BV15p4y187dX/",720,"2024-08-19 15:53","2021-04-04 03:47:27",NA,NA,NA,NA,NA,NA,0
35554,"相关视频","BV1yw4m1k7vP","车长请问艺术就是_____","BV1qrpUeUEGV",1513,22,36,24,20,8,74,0,"手工","小巡猫",1054284285,"https://www.bilibili.com/video/BV1qrpUeUEGV/",720,"2024-08-19 15:53","2024-08-19 15:43:04",NA,NA,NA,NA,NA,NA,0
35555,"相关视频","BV1yw4m1k7vP","【Gerand&Besiege】全站最强KV-44！听从你的指挥！（围攻还原系列）","BV1ykvcedEbA",56973,87,114,1878,601,44,2802,0,"单机游戏","cocacola-可口可乐",456990138,"https://www.bilibili.com/video/BV1ykvcedEbA/",720,"2024-08-19 15:53","2024-07-28 19:09:40",NA,NA,NA,NA,NA,NA,0
35556,"相关视频","BV1yw4m1k7vP","【小丑】看赵本山如何劝导小丑重获新生","BV19J411m7Ds",13765316,27029,7396,305041,469090,246745,753780,0,"影视剪辑","_青红造了个白_",21778075,"https://www.bilibili.com/video/BV19J411m7Ds/",720,"2024-08-19 15:53","2019-11-19 10:19:59",NA,NA,NA,NA,NA,NA,0
35557,"相关视频","BV1yw4m1k7vP","孟 德 瞬 息 全 宇 宙","BV1CG411J7MG",6439942,11948,5214,139299,304003,74715,504005,0,"影视剪辑","_青红造了个白_",21778075,"https://www.bilibili.com/video/BV1CG411J7MG/",720,"2024-08-19 15:53","2022-09-29 04:00:00",NA,NA,NA,NA,NA,NA,0
35558,"相关视频","BV1yw4m1k7vP","【Weasy】KV-44的进化之旅合集","BV16E421w7wZ",108787,508,34,614,59,46,691,0,"综合","沃夫芬",533722645,"https://www.bilibili.com/video/BV16E421w7wZ/",720,"2024-08-19 15:53","2024-07-29 16:47:46",NA,NA,NA,NA,NA,NA,0
35559,"相关视频","BV1yw4m1k7vP","KV2大先辈","BV1saWweAEgP",12459,10,34,92,18,18,892,0,"网络游戏","普拉斯提克tank",8546245,"https://www.bilibili.com/video/BV1saWweAEgP/",720,"2024-08-19 15:53","2024-08-18 04:12:17",NA,NA,NA,NA,NA,NA,0
35560,"相关视频","BV1yw4m1k7vP","《坦克模拟器3》","BV1Qr421M7Xs",1329877,3284,3493,52464,67717,36946,222881,0,"极客DIY","马鹿blyat",6989655,"https://www.bilibili.com/video/BV1Qr421M7Xs/",720,"2024-08-19 15:53","2024-08-20 00:00:00",NA,NA,NA,NA,NA,NA,0
35561,"相关视频","BV1yw4m1k7vP","4005真车","BV1XoYjeyEb4",257565,39,106,446,40,81,5359,0,"单机游戏","炮灰收容所长",1287656555,"https://www.bilibili.com/video/BV1XoYjeyEb4/",720,"2024-08-19 15:53","2024-08-10 14:16:15",NA,NA,NA,NA,NA,NA,0
35562,"相关视频","BV1yw4m1k7vP","【坦克世界】等等！你不会想盲我一发吧？","BV1s2421Z7ZS",106473,48,54,154,30,5,4087,0,"网络游戏","爱喝扎啤的潘车长",20758238,"https://www.bilibili.com/video/BV1s2421Z7ZS/",720,"2024-08-19 15:53","2024-08-10 14:29:00",NA,NA,NA,NA,NA,NA,0
3344,"热门视频","","当我让社员相信了新疆人的“简单吃口肉”…","BV16U411S7iq",106328,1085,580,2043,6410,267,13183,0,"出行","盗月社食遇记",99157282,"https://www.bilibili.com/video/BV16U411S7iq/",929,"2024-08-28 08:53","2024-08-29 08:58:15",NA,NA,NA,NA,NA,NA,0
3345,"相关视频","BV16U411S7iq","千万别来湛江吃生蚝！1元一只，一口爆浆，我怕你上瘾…","BV15d4y1z7uU",3561484,15621,6480,23157,88151,50337,206503,0,"出行","盗月社食遇记",99157282,"https://www.bilibili.com/video/BV15d4y1z7uU/",929,"2024-08-28 08:53","2022-09-23 08:55:36",NA,NA,NA,NA,NA,NA,0
3346,"相关视频","BV16U411S7iq","中国水最少的火锅？208元牛肉铺满，上锅瞬间被喷火惊到了…","BV11f421v7u8",1604613,3858,1680,8609,21915,5965,67921,0,"美食侦探","盗月社食遇记",99157282,"https://www.bilibili.com/video/BV11f421v7u8/",929,"2024-08-28 08:53","2024-08-16 09:26:25",NA,NA,NA,NA,NA,NA,0
3347,"相关视频","BV16U411S7iq","社员点啥我吃啥！猛吃到深夜，被这块肉惊到了…","BV16z421i7Vr",2459557,13104,3892,25830,78194,18504,200487,0,"出行","盗月社食遇记",99157282,"https://www.bilibili.com/video/BV16z421i7Vr/",929,"2024-08-28 08:53","2024-08-13 09:20:00",NA,NA,NA,NA,NA,NA,0
3348,"相关视频","BV16U411S7iq","山东妹子探秘东北黑土地，888元日本番茄，在中国只卖...","BV1KaWfe8ENd",45792,335,206,536,1480,100,4335,0,"三农","盗月社高饱饱",1311817318,"https://www.bilibili.com/video/BV1KaWfe8ENd/",929,"2024-08-28 08:53","2024-08-24 09:22:06",NA,NA,NA,NA,NA,NA,0
3349,"相关视频","BV16U411S7iq","“马来西亚的辣妹！！！点进来一起电子旅游马来西亚","BV1YZ421L7ti",465728,239,274,7046,1376,817,14385,0,"日常","洛丽塔大哥lolita",27959806,"https://www.bilibili.com/video/BV1YZ421L7ti/",929,"2024-08-28 08:53","2024-08-24 11:47:05",NA,NA,NA,NA,NA,NA,0
3350,"相关视频","BV16U411S7iq","2根牛排1斤多，就问你能炫几根？","BV1jW421X71P",2554210,4582,1480,28204,40538,5970,182466,0,"美食制作","绵羊料理",18202105,"https://www.bilibili.com/video/BV1jW421X71P/",929,"2024-08-28 08:53","2024-08-24 09:46:28",NA,NA,NA,NA,NA,NA,0
3351,"相关视频","BV16U411S7iq","当我相信了云南人的“简单吃一点”…","BV1ZZ421n7Tp",3394026,20816,3430,19222,46334,20625,134541,0,"美食侦探","盗月社食遇记",99157282,"https://www.bilibili.com/video/BV1ZZ421n7Tp/",929,"2024-08-28 08:53","2024-04-24 09:10:15",NA,NA,NA,NA,NA,NA,0
3352,"相关视频","BV16U411S7iq","武汉人有多耿直？火爆当地的热干面，老板却让我别吃？？","BV14t4y1S7gQ",4150968,30810,5515,36987,197355,20990,303831,0,"美食侦探","盗月社食遇记",99157282,"https://www.bilibili.com/video/BV14t4y1S7gQ/",929,"2024-08-28 08:53","2020-08-29 13:30:29",NA,NA,NA,NA,NA,NA,0
3353,"相关视频","BV16U411S7iq","中国最便宜的串串？20块钱100串，10种蘸料无限吃！","BV1pt4y1Y7wR",4935238,29493,7059,52396,256140,29016,423285,0,"美食侦探","盗月社食遇记",99157282,"https://www.bilibili.com/video/BV1pt4y1Y7wR/",929,"2024-08-28 08:53","2020-12-08 10:18:33",NA,NA,NA,NA,NA,NA,0
3354,"相关视频","BV16U411S7iq","北方人第一次来顺德，你告诉我这叫“简单喝碗粥”？","BV1q14y177jn",4570342,12735,5317,22331,56821,61685,193346,0,"美食侦探","盗月社食遇记",99157282,"https://www.bilibili.com/video/BV1q14y177jn/",929,"2024-08-28 08:53","2022-10-15 10:02:33",NA,NA,NA,NA,NA,NA,0
27085,"热门视频","","只需30秒，你竟然发明了斗拱 #结构设计 #涨知识 #科普 #斗拱","BV1kGpLe8EGp",324994,300,389,10320,1517,527,81658,0,"科学科普","阿鹏哥哥探结构",3546575620016315,"https://www.bilibili.com/video/BV1kGpLe8EGp/",1205,"2024-09-08 20:53","2024-09-09 03:37:13",NA,NA,NA,NA,NA,NA,0
27086,"相关视频","BV1kGpLe8EGp","只需30秒，你竟然建造了哈利法塔","BV1Dy411e7L9",83360,85,75,402,82,56,9331,0,"科学科普","阿鹏哥哥探结构",3546575620016315,"https://www.bilibili.com/video/BV1Dy411e7L9/",1205,"2024-09-08 20:53","2024-07-26 04:21:32",NA,NA,NA,NA,NA,NA,0
27087,"相关视频","BV1kGpLe8EGp","斗拱介绍","BV1sr421G7VK",6879,1,15,343,36,79,152,0,"人文历史","一个纸风筝",1864854770,"https://www.bilibili.com/video/BV1sr421G7VK/",1205,"2024-09-08 20:53","2024-04-21 10:18:51",NA,NA,NA,NA,NA,NA,0
27088,"相关视频","BV1kGpLe8EGp","为突出斗拱而制作的凉亭","BV1UD4y1F7DC",25199,77,143,1149,241,130,1717,0,"手工","颜木匠",2146854522,"https://www.bilibili.com/video/BV1UD4y1F7DC/",1205,"2024-09-08 20:53","2022-01-03 14:57:52",NA,NA,NA,NA,NA,NA,0
27089,"相关视频","BV1kGpLe8EGp","只需30秒，你竟然建造了天空之城","BV1Y6HmeqERK",30937,20,53,274,56,72,3747,0,"科学科普","阿鹏哥哥探结构",3546575620016315,"https://www.bilibili.com/video/BV1Y6HmeqERK/",1205,"2024-09-08 20:53","2024-09-06 04:04:17",NA,NA,NA,NA,NA,NA,0
27090,"相关视频","BV1kGpLe8EGp","古建筑斗拱了解多少呢？","BV1KhuxedEW8",19564,11,62,3661,361,69,11885,0,"校园学习","传承古建文化联盟",484630041,"https://www.bilibili.com/video/BV1KhuxedEW8/",1205,"2024-09-08 20:53","2024-05-18 10:43:40",NA,NA,NA,NA,NA,NA,0
27091,"相关视频","BV1kGpLe8EGp","只需30秒，你竟然建造了绍兴广宁桥","BV18z421B7XF",158873,75,53,1383,100,54,18071,0,"科学科普","阿鹏哥哥探结构",3546575620016315,"https://www.bilibili.com/video/BV18z421B7XF/",1205,"2024-09-08 20:53","2024-08-17 03:58:10",NA,NA,NA,NA,NA,NA,0
27092,"相关视频","BV1kGpLe8EGp","放大100倍的叶脉书签，能夹在什么书里？","BV123pJe2E8E",86175,84,77,895,216,30,10325,0,"科学科普","这不科学啊science",521181081,"https://www.bilibili.com/video/BV123pJe2E8E/",1205,"2024-09-08 20:53","2024-09-09 09:32:10",NA,NA,NA,NA,NA,NA,0
27093,"相关视频","BV1kGpLe8EGp","瓦工师傅说：从没见过这么反骨的卫生间","BV1fiHQedEpt",3955,0,3,6,0,1,13,0,"家居房产","装修小记",2125109614,"https://www.bilibili.com/video/BV1fiHQedEpt/",1205,"2024-09-08 20:53","2024-09-07 06:00:00",NA,NA,NA,NA,NA,NA,0
27094,"相关视频","BV1kGpLe8EGp","嵌墙悬挑楼梯的原理","BV1hXWnehEsR",955080,183,300,3338,386,149,25224,0,"科学科普","燎结构",509905775,"https://www.bilibili.com/video/BV1hXWnehEsR/",1205,"2024-09-08 20:53","2024-08-20 04:57:05",NA,NA,NA,NA,NA,NA,0
27095,"相关视频","BV1kGpLe8EGp","只需30秒，你竟然建造了上海中心","BV1xS42197cE",228299,220,170,2731,252,228,34624,0,"科学科普","阿鹏哥哥探结构",3546575620016315,"https://www.bilibili.com/video/BV1xS42197cE/",1205,"2024-09-08 20:53","2024-08-20 03:31:30",NA,NA,NA,NA,NA,NA,0
26076,"热门视频","","【逗鱼时刻】第429期 你俩还真是COS的人才！","BV1iM4neGEod",235546,1929,554,1289,3627,507,14053,0,"桌游棋牌","天天卡牌",10462362,"https://www.bilibili.com/video/BV1iM4neGEod/",1259,"2024-09-11 02:53","2024-09-12 10:12:15",NA,NA,NA,NA,NA,NA,0
26077,"相关视频","BV1iM4neGEod","【兽兽碎碎念】地标能触发亡语吗？","BV1zj4he2Ef3",22062,216,75,254,1659,10,2791,0,"网络游戏","吃節操の萌萌兽w",17712476,"https://www.bilibili.com/video/BV1zj4he2Ef3/",1259,"2024-09-11 02:53","2024-09-10 11:37:50",NA,NA,NA,NA,NA,NA,0
26078,"相关视频","BV1iM4neGEod","【逗鱼时刻】第295期 我被困在这个时间段里面了","BV1ob4y1S7rZ",1381379,11519,2364,6677,34208,2502,71591,0,"电子竞技","天天卡牌",10462362,"https://www.bilibili.com/video/BV1ob4y1S7rZ/",1259,"2024-09-11 02:53","2021-04-01 11:38:59",NA,NA,NA,NA,NA,NA,0
26079,"相关视频","BV1iM4neGEod","30.4.0版本改动，国服和谐再次上线，大量卡牌原画调整！！","BV1uc4ketEGM",23140,248,268,47,40,224,790,0,"网络游戏","吃節操の萌萌兽w",17712476,"https://www.bilibili.com/video/BV1uc4ketEGM/",1259,"2024-09-11 02:53","2024-09-11 14:20:00",NA,NA,NA,NA,NA,NA,0
26080,"相关视频","BV1iM4neGEod","【逗鱼时刻】第353期 我竟然被一个七年前的卡组打爆了！？","BV1FT4y1B73G",1676122,5352,1501,2940,14676,1140,54968,0,"电子竞技","天天卡牌",10462362,"https://www.bilibili.com/video/BV1FT4y1B73G/",1259,"2024-09-11 02:53","2022-05-26 10:36:29",NA,NA,NA,NA,NA,NA,0
26081,"相关视频","BV1iM4neGEod","【逗鱼时刻】逗鱼时刻2023 TOP30","BV1kF4m1u7TL",808668,8030,1138,7612,30342,3873,41042,0,"桌游棋牌","天天卡牌",10462362,"https://www.bilibili.com/video/BV1kF4m1u7TL/",1259,"2024-09-11 02:53","2024-02-08 10:00:00",NA,NA,NA,NA,NA,NA,0
26082,"相关视频","BV1iM4neGEod","【煮鸡时刻 第二季】第37期 这个世界上根本没有奇迹 有的只是刻苦跟努力","BV1nJ411s7BZ",1383179,20348,2056,21763,86575,8197,68123,0,"单机游戏","天天卡牌",10462362,"https://www.bilibili.com/video/BV1nJ411s7BZ/",1259,"2024-09-11 02:53","2019-12-22 09:26:48",NA,NA,NA,NA,NA,NA,0
26083,"相关视频","BV1iM4neGEod","新式蛋猎上分推荐！拉穿罡气，搞到绝育！","BV11u4heHEyA",22223,86,160,136,114,297,549,0,"电子竞技","炉石传说西索",602432191,"https://www.bilibili.com/video/BV11u4heHEyA/",1259,"2024-09-11 02:53","2024-09-10 14:00:00",NA,NA,NA,NA,NA,NA,0
26084,"相关视频","BV1iM4neGEod","【逗鱼时刻】第336期 我的名字是墨衣！表演25连鸡！","BV1934y1i7sw",1621241,5780,2412,3263,15674,1859,56870,0,"电子竞技","天天卡牌",10462362,"https://www.bilibili.com/video/BV1934y1i7sw/",1259,"2024-09-11 02:53","2022-01-21 01:00:04",NA,NA,NA,NA,NA,NA,0
26085,"相关视频","BV1iM4neGEod","【逗鱼时刻】第294期 在可爱面前，力量又有什么用呢？","BV1ni4y1P7rN",1141590,6537,1662,3006,17982,878,55632,0,"电子竞技","天天卡牌",10462362,"https://www.bilibili.com/video/BV1ni4y1P7rN/",1259,"2024-09-11 02:53","2021-03-25 08:38:59",NA,NA,NA,NA,NA,NA,0
26086,"相关视频","BV1iM4neGEod","【逗鱼时刻】第387期 小小的也很可爱","BV1K54y1N7Gs",1019394,3079,1177,3029,18029,1229,52495,0,"桌游棋牌","天天卡牌",10462362,"https://www.bilibili.com/video/BV1K54y1N7Gs/",1259,"2024-09-11 02:53","2023-02-09 09:07:24",NA,NA,NA,NA,NA,NA,0
14539,"热门视频","","臭卷宝生病了，实在是太可怜了","BV1QyHfeYEaq",323950,248,370,758,648,452,26670,0,"喵星人","团宠酸奶妹",30725416,"https://www.bilibili.com/video/BV1QyHfeYEaq/",1138,"2024-09-06 01:53","2024-09-07 03:37:09",NA,NA,NA,NA,NA,NA,0
14540,"相关视频","BV1QyHfeYEaq","臭卷宝不认识妈妈了！！！！！","BV1iG411a7K3",7280576,3086,3452,67526,23772,36690,690913,0,"喵星人","团宠酸奶妹",30725416,"https://www.bilibili.com/video/BV1iG411a7K3/",1138,"2024-09-06 01:53","2023-12-15 11:44:15",NA,NA,NA,NA,NA,NA,0
14541,"相关视频","BV1QyHfeYEaq","偷看臭卷宝洗澡，在浴缸里就忍不住亲亲了","BV1Ap4y1u7km",1346253,2141,1473,7086,5012,8252,115809,0,"喵星人","团宠酸奶妹",30725416,"https://www.bilibili.com/video/BV1Ap4y1u7km/",1138,"2024-09-06 01:53","2023-10-11 03:58:33",NA,NA,NA,NA,NA,NA,0
14542,"相关视频","BV1QyHfeYEaq","什么绝世宝贝，还不是成了我的玩物【永生】","BV1CLpMe5E6i",1259552,2310,263,811,3955,109,7503,0,"国产动画","哔哩哔哩国创",98627270,"https://www.bilibili.com/video/BV1CLpMe5E6i/",1138,"2024-09-06 01:53","2024-09-06 04:00:00",NA,NA,NA,NA,NA,NA,0
14543,"相关视频","BV1QyHfeYEaq","谷爱凌到底怎么了？","BV11gHRe3EF7",416553,174,2175,1459,269,174,36116,0,"日常","李三金Alex看世界",67299944,"https://www.bilibili.com/video/BV11gHRe3EF7/",1138,"2024-09-06 01:53","2024-09-06 22:06:35",NA,NA,NA,NA,NA,NA,0
14544,"相关视频","BV1QyHfeYEaq","谁家爱豆就这么水灵灵地抓现行了","BV1ZwH9eoEA3",92458,17,218,292,22,1132,1592,0,"Unknown","猫猫怎么可以这么萌",395851166,"https://www.bilibili.com/video/BV1ZwH9eoEA3/",1138,"2024-09-06 01:53","2024-09-06 16:05:58",NA,NA,NA,NA,NA,NA,0
14545,"相关视频","BV1QyHfeYEaq","小猫咪快下载反诈app！","BV1qi421h72u",2144719,1234,1581,23613,2488,10497,342318,0,"喵星人","团宠酸奶妹",30725416,"https://www.bilibili.com/video/BV1qi421h72u/",1138,"2024-09-06 01:53","2024-08-10 07:31:45",NA,NA,NA,NA,NA,NA,0
14546,"相关视频","BV1QyHfeYEaq","重要声明！我们不干了！","BV1dw4m1Q7ok",7257993,2652,7634,108077,1121728,2758,1374999,0,"喵星人","此账号已注销丨请取关",107104575,"https://www.bilibili.com/video/BV1dw4m1Q7ok/",1138,"2024-09-06 01:53","2024-05-15 11:53:10",NA,NA,NA,NA,NA,NA,0
14547,"相关视频","BV1QyHfeYEaq","“邪恶银渐层也是个昏君，喜欢爱妃装扮的芬儿妈”","BV15rHSeyE5X",49870,40,36,276,47,245,2672,0,"喵星人","芬儿头的小迷弟",1554128769,"https://www.bilibili.com/video/BV15rHSeyE5X/",1138,"2024-09-06 01:53","2024-09-06 07:32:58",NA,NA,NA,NA,NA,NA,0
14548,"相关视频","BV1QyHfeYEaq","上学第五天，学会了退而求其次了哈哈哈哈哈","BV1V6HmeqE8x",469175,540,1086,966,3345,3518,49256,0,"亲子","淦淦惹",341354077,"https://www.bilibili.com/video/BV1V6HmeqE8x/",1138,"2024-09-06 01:53","2024-09-06 04:04:04",NA,NA,NA,NA,NA,NA,0
14549,"相关视频","BV1QyHfeYEaq","小时候的我：妈！…妈妈！…妈！！…妈妈妈妈！！妈！！","BV1DRHQeCEMm",76236,58,76,831,51,159,7533,0,"喵星人","大力是喵",2019299180,"https://www.bilibili.com/video/BV1DRHQeCEMm/",1138,"2024-09-06 01:53","2024-09-06 09:01:05",NA,NA,NA,NA,NA,NA,0
9264,"热门视频","","【暗区突围】“独坐思往昔，愁绝泪盈襟”","BV1FxHfe2E3v",124140,231,218,10222,3411,292,17684,0,"GMV","悠尘暗区突围",1812742944,"https://www.bilibili.com/video/BV1FxHfe2E3v/",1154,"2024-09-06 17:53","2024-09-07 03:15:32",NA,NA,NA,NA,NA,NA,0
9265,"相关视频","BV1FxHfe2E3v","【暗区突围】“先锋，你成长了不少呢”","BV1Cx4y1m7xY",926069,375,559,30238,4471,317,51101,0,"GMV","悠尘暗区突围",1812742944,"https://www.bilibili.com/video/BV1Cx4y1m7xY/",1154,"2024-09-06 17:53","2024-03-30 04:08:48",NA,NA,NA,NA,NA,NA,0
9266,"相关视频","BV1FxHfe2E3v","但［暗区版］","BV1nW421N7nj",582394,457,517,30462,11597,1420,35415,0,"手机游戏","瘋癲の小許",1518424528,"https://www.bilibili.com/video/BV1nW421N7nj/",1154,"2024-09-06 17:53","2024-02-20 04:38:24",NA,NA,NA,NA,NA,NA,0
9267,"相关视频","BV1FxHfe2E3v","【绝区零16+动画】朱鸢的早晨","BV12T42167H4",3153876,2848,3825,190537,113560,39282,251580,0,"短片·手书","蓝纹兔子",10671099,"https://www.bilibili.com/video/BV12T42167H4/",1154,"2024-09-06 17:53","2024-07-31 10:00:59",NA,NA,NA,NA,NA,NA,0
9268,"相关视频","BV1FxHfe2E3v","[暗区突围]弗雷德的往事","BV1du4y1s7XG",616284,598,701,20446,4968,1105,30159,0,"手机游戏","l烧饼l",3493139318835336,"https://www.bilibili.com/video/BV1du4y1s7XG/",1154,"2024-09-06 17:53","2023-10-01 01:38:44",NA,NA,NA,NA,NA,NA,0
